tstidn,expidn,unique,agepar,region,expsit,gender,poccup,religr,politr,pedlev,fedlev,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crt1ty,crt2ty,crt3ty,crt4ty,crt5ty,crt6ty,crt7ty,crt1co,crt2co,crt3co,crt4co,crt5co,crt6co,crt7co,crtsco,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,num1nu,num2nu,num3nu,num1rf,num2rf,num3rf,num1di,num2di,num3di,relitx,politx,crt1tx,crt2tx,crt3tx,crt4tx,crt5tx,crt6tx,crt7tx,num1tx,num2tx,num3tx,expidt,timest
403,405,1 UN,22,2,4 AN,2 MA,1 ST,5 AG,1 LW,4 EU,2 EM,2,1,1,1,2,1,1,3,4,3,3,3,2,2,3,3,2,3,1,3,3,1,1,2,1,2,1,0,0,0,1,0,4,4,3,4,4,3,1,1,1,0,1,1,0,0,4,1,1,1,1,2,1,3,1,1,1,2,1,3,4,4,5,600000,900,155,441211,907,155,158789,7,0,"Agnóstico, aunque mayormente ateo","Soy de izquierda política, de influencia marxista",5 pesos,5 minutos,24 horas,en segundo lugar,8 ovejas,Juilio supongo,3 metros cúbicos,600.000 aproximadamente,un dolar equivale a 900 pesos aprox,155,405,15/11/2023 12:03:38
404,406,1 UN,22,2,4 AN,2 MA,1 ST,2 CR,1 LW,4 EU,3 ET,3,2,2,3,3,3,2,2,4,3,3,4,4,4,3,2,1,3,3,4,3,3,1,2,2,2,1,1,0,0,1,0,3,1,2,3,3,3,1,0,0,0,0,0,0,0,0,2,1,2,2,3,3,2,2,2,3,1,4,5,5,4,5,400000,800,NR,441211,907,155,41211,107,-88,"Con bases cristianas, sin darle importancia a las instituciones ni biblia",Izquierda,10,10 minutos,NR,Primero,7,Julio,NR,Aprox. 400.000,800,NR,00406,15/11/2023 12:02:22
405,407,1 UN,21,2,4 AN,2 MA,1 ST,1 CA,3 RW,4 EU,3 ET,1,1,1,2,2,2,2,3,2,2,1,4,3,2,3,4,3,4,5,4,4,3,4,2,2,2,1,0,0,0,1,0,3,3,3,4,3,4,3,0,0,0,1,0,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7000000,800,56,441211,907,155,6558789,107,99,catolica,de derecha,10,100 minutos,24 horas ,segunda,7,Emilio,27 metros,7000000,800,56,00407,15/11/2023 11:54:38
406,408,1 UN,20,2,4 AN,2 MA,1 ST,6 AT,3 RW,4 EU,4 EU,2,2,1,3,3,2,2,1,4,4,4,3,2,2,3,4,5,5,3,4,4,3,1,3,2,4,2,0,0,0,1,0,3,4,3,4,4,4,3,0,1,0,1,1,1,0,4,3,4,3,3,5,5,5,4,3,1,5,4,5,5,3,5,300000,850,155,441211,907,155,141211,57,0,ateo,partido republicano ,10,5 minutos,24 horas,segundo lugar,8 ovejas,Emilio,27,300.000 aprox,850 pesos aprox,155,00408,15/11/2023 12:01:30
407,409,1 UN,21,2,4 AN,1 FE,1 ST,6 AT,2 CE,4 EU,3 ET,1,2,2,1,1,3,4,2,4,4,1,4,4,4,4,3,2,4,3,5,3,3,1,1,1,3,1,0,0,0,1,0,3,1,3,4,3,4,3,0,0,0,1,0,1,0,2,3,1,1,3,4,3,3,1,1,2,5,2,5,5,4,5,NR,857,21,441211,907,155,-88,50,134,"Ateo, no tengo una orientación religiosa","Me considera bastante centralista, no busco a los extremos.",vale 10 pesos,500minutos,24horas,en segundo lugar,7 ovejas vivas,Emilio,27mc,Muchas más de las que un día conoceré,857,21,00409,15/11/2023 12:16:25
408,410,1 UN,19,2,4 AN,2 MA,1 ST,2 CR,3 RW,3 ET,8 NR,1,3,2,2,2,3,4,3,4,3,4,4,3,4,3,2,3,3,5,3,4,2,3,3,2,3,4,0,0,0,1,0,1,1,3,4,1,4,2,0,0,0,1,0,1,0,2,2,4,2,1,4,2,1,4,2,3,4,2,2,2,3,5,600000,890,10,441211,907,155,158789,17,145,"cristiana, creyente de un solo Dios ",creo que sere centro derecha,50 pesos ,10 min,24 hrs,en el 2do lugar ,9,emilio,no lo se,cerca de 600 mil habitantes (quizas),890 pesos (aprox),10?,00410,15/11/2023 12:18:30
409,411,1 UN,21,2,4 AN,1 FE,1 ST,1 CA,8 NR,4 EU,4 EU,2,1,2,4,3,3,3,2,4,4,2,4,4,4,3,3,4,5,3,2,5,3,1,2,4,3,1,0,0,0,1,0,3,1,3,4,1,4,1,0,0,0,1,0,1,0,2,,3,4,2,3,4,3,4,4,3,4,4,5,5,4,5,420000,890,100,441211,907,155,21211,17,55,Católica,NR,10,500,24,Segundo lugar,6,Emilio,9,420000,890,100,00411,15/11/2023 12:15:19
410,412,1 UN,20,2,4 AN,1 FE,1 ST,2 CR,3 RW,4 EU,3 ET,1,1,1,1,2,2,1,3,4,4,3,4,4,,3,3,5,5,5,5,5,2,1,3,2,4,2,1,1,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,1,2,1,3,5,5,5,1,1,5,5,1,1,5,2,5,400000,900,144,441211,907,155,41211,7,11,Cristiana evangélica,Derecha liberal conservadora,5 pesos ,5 minutos,47 horas,segundo lugar,8,Emilio,27 metros cubicos,400000,900 pesos,144,00412,15/11/2023 12:24:30
411,413,1 UN,23,2,4 AN,1 FE,1 ST,2 CR,3 RW,4 EU,3 ET,1,1,1,2,2,2,2,3,3,2,4,4,4,4,3,3,4,4,4,5,4,3,2,2,3,3,2,0,0,0,1,0,3,4,3,3,3,3,3,0,1,0,0,0,0,0,1,3,1,3,4,4,4,3,3,2,3,4,5,1,1,3,5,300000,900,NR,441211,907,155,141211,7,-88,soy miembro de la Iglesia de Jesucristo de los Santos de los Ultimos Dias y creo en Dios el Padre y en su hijo Jesucristo. ,"yo me considero neutra un poco más orientada a algunos ideales de derecha, pero hasta un cierto límite. En general pienso que los partidos políticos son un obstáculo para avanzar en la sociedad",10,5 minutos,24 horas,primer lugar,7,Julio,27,aprox 300.000,900 aprox,no sé,00413,15/11/2023 12:30:34
412,414,1 UN,26,2,4 AN,2 MA,1 ST,6 AT,8 NR,4 EU,4 EU,4,2,2,2,4,3,4,4,3,3,1,4,2,4,2,2,2,4,3,4,3,3,1,3,2,1,1,0,0,0,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,3,1,2,3,4,2,3,1,1,4,3,1,5,4,4,5,370000,900,126,441211,890,155,71211,10,29,Ateísmo,Soy políticamente inconsciente,5,5 minutos,47 horas,Segundo lugar,8 ovejas,Emilio,0,370.000 aprox.,$900 clp aprox.,126,00414,16/11/2023 9:43:47
413,415,1 UN,22,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,2,2,1,2,4,3,4,1,4,4,4,4,4,4,3,3,2,5,4,5,4,3,1,2,2,3,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,2,3,4,3,4,4,2,3,4,3,4,2,2,5,500000,870,60,441211,890,155,58789,20,95,agnóstica,izquierda,10,100 minutos,24 horas,segunda,8,Emilio,3 metros cúbicos,500000,870 pesos,60,00415,16/11/2023 9:37:16
414,416,1 UN,20,2,4 AN,2 MA,1 ST,5 AG,3 RW,4 EU,6 PG,3,2,3,2,3,2,2,2,4,4,4,4,4,2,2,3,2,1,2,2,3,1,1,1,1,1,1,0,0,0,1,0,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,1,1,4,1,3,3,1,1,1,3,1,4,4,2,5,50000,850,30,441211,890,155,391211,40,125,agnostica,centro derecha,10 pesos,100 minutos,24 horas|,primero,7 ovejas,julio,9 metros,50 mil,850,30,00416,16/11/2023 9:54:37
415,417,1 UN,19,2,4 AN,2 MA,1 ST,5 AG,8 NR,4 EU,3 ET,1,1,2,2,2,2,2,2,2,4,3,4,2,2,3,3,2,3,2,2,3,1,1,1,1,2,1,0,0,0,1,0,4,3,4,4,4,4,3,1,0,1,1,1,1,0,5,2,1,1,1,2,1,1,1,1,1,2,2,5,4,1,5,30000,800,40,441211,890,155,411211,90,115,agnostico,NR,5,100 minutos,47 horas,segundo lugar,8,emilio,27mcubicos,30000,800 pesos aprox,40,00417,16/11/2023 9:58:05
416,418,1 UN,20,2,4 AN,1 FE,1 ST,2 CR,3 RW,2 EM,3 ET,1,3,2,3,2,3,1,1,4,4,2,4,4,4,4,1,2,5,5,5,5,3,1,1,1,2,1,0,0,0,1,0,3,4,1,4,4,4,1,0,1,0,1,1,1,0,4,4,3,2,5,4,4,3,1,1,2,1,1,2,1,3,5,1000000,998,150,441211,890,155,558789,108,5,Cristiana,"Partdo republicano, creo en una derecha que organice el pais para un mejor futuro",10 pesos,5 min,48 horas,segundo,8 ovejas,emilio,3 metros,1000000,998 pesos,150,00418,16/11/2023 9:55:39
417,419,1 UN,21,2,4 AN,1 FE,1 ST,1 CA,3 RW,2 EM,4 EU,3,3,2,3,2,2,2,3,4,3,2,4,3,3,4,4,3,5,5,5,5,2,1,1,2,2,1,0,0,0,1,0,1,3,3,4,4,4,2,0,0,0,1,1,1,0,3,3,4,1,3,4,4,4,2,3,3,4,2,5,5,3,5,200,900,56,441211,890,155,441011,10,99,religion catolica,"no me identifico con ningun partido politico, pero considero que tengo ideas mas de centro derecha",vale 10 pesos mas,100 minutos,24 horas,segundo lugar,8 ovejas,emilio,nose,aproximado de 200 personas,aprox 900 pesos,56,00419,16/11/2023 9:51:32
418,421,1 UN,22,2,4 AN,1 FE,1 ST,1 CA,1 LW,4 EU,6 PG,9,1,3,1,1,1,2,3,4,2,4,4,4,4,3,2,2,3,4,5,1,1,1,1,1,2,1,1,0,0,0,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,4,1,2,1,4,5,4,4,3,3,5,3,4,3,1,5,2000000,994,16,441211,890,155,1558789,104,139,catolicismo,popular,10 pesos,100 minutos,24 horas,segundo lugar,8,emilio,3,2.000.000 personas,994,16,00421,16/11/2023 10:35:05
419,422,1 UN,24,2,4 AN,2 MA,1 ST,2 CR,2 CE,4 EU,4 EU,2,2,1,3,3,3,2,3,9,2,2,4,4,4,3,4,4,4,3,4,3,2,1,2,2,3,2,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,3,1,3,1,3,3,3,1,2,1,3,1,1,4,3,5,400000,940,40,441211,890,155,41211,50,115,"Me criaron en la iglesia Evangelica y soy creyente, creo en una Divinidad infinita por sobre el ser humano pero me cuestiono el como se ejerce la religion, la toma de decision y la forma de creer en ciertas historias antiguas y/o profecías que siento a veces que pueden ser metaforicas y en cierta manera siento que solo generan ansiedad el preocuparse de un sin fin de cosas que no estan en mis manos.","Me considero de centro, no apoyo ninguna polarizacion politica. Pero si tuviera que elegir con cual me siento mas identificado con una postura seria con la centro izquierda.",5,5 minutos,47 horas,segundo lugar,8,Emilio,3,"400.000 aprox, quizas un poco mas por la llegada de ciudadanos extranjeros.",940 aprox. actualmente,40,00422,16/11/2023 10:40:29
420,423,1 UN,23,2,4 AN,2 MA,1 ST,3 OT,3 RW,4 EU,4 EU,2,2,2,3,4,3,3,3,4,2,2,4,3,4,3,3,3,3,3,3,3,2,1,1,1,3,1,1,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,2,4,3,5,2,3,5,3,1,2,4,2,3,3,5,5,420000,750,200,441211,890,155,21211,140,45,"Tengo fe y creo a mi manera en Dios, no pertenezo a ninguna religion el particular","soy mas de centro, pero tirando un poco mas hacia la derecha",10 pesos,100 minutos,24 horas,en segundo lugar,8 ovejas,Emilio,27 metros cubicos,420.000 personas aproximadamente,el dolar vale aprox entre 700 y 800 pesos chilenos, 200 aproximadamente,00423,16/11/2023 11:35:33
421,424,1 UN,20,2,4 AN,1 FE,1 ST,4 NO,5 NO,4 EU,2 EM,1,1,1,1,1,4,1,1,2,2,3,4,2,2,5,5,3,5,5,5,5,2,5,3,3,4,3,0,0,0,1,0,1,1,3,4,3,4,1,0,0,0,1,0,1,0,2,3,5,2,3,5,5,3,5,5,2,5,4,3,3,4,5,7000,700,7,441211,890,155,434211,190,148,"no considero tener una orientación religiosa, ya que creo que lo que conlleva el ser parte de una tiene limitaciones y culpas creadas colectivamente","ya que no se ni entro en esos temas, tampoco tengo a alguien influyente, ya que considero que es muy corrupto todo y no encuentro una postura que favorezca positivamente alas masas.",105,1.000,24 horas,segundo lugar,7,emilio,9,7000,700 pesos aprox,7,00424,16/11/2023 11:38:29
422,425,1 UN,25,2,4 AN,1 FE,6 OT,4 NO,1 LW,4 EU,6 PG,2,2,2,2,2,2,2,1,4,4,4,4,4,4,2,2,1,4,3,5,5,1,1,1,3,3,2,0,0,0,1,0,3,3,3,3,4,4,3,0,0,0,0,1,1,0,2,2,1,2,4,2,2,3,1,1,1,2,4,5,5,4,5,70000,800,200,441211,890,155,371211,90,45,No me considero parte de ninguna,"Izquierda, no me considero parte de un partido",10,100,24,1,8,Emilio,27,70000,800,200,00425,16/11/2023 11:41:51
423,426,1 UN,24,2,4 AN,1 FE,6 OT,4 NO,5 NO,4 EU,2 EM,2,2,2,2,2,3,3,2,3,3,4,3,3,3,3,3,2,3,4,3,4,3,2,3,2,3,2,0,0,0,1,0,3,4,3,4,4,4,3,0,1,0,1,1,1,0,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,2,4,20000,760,30,441211,890,155,421211,130,125,No tengo ninguna creencia religiosa,No me considero de ningún partido político,10,5 minutos,24 horas,segundo,8 ovejas,Emilio,27?,20.000 aproximadamente,760 pesos,30  creo,00426,16/11/2023 11:32:49
424,427,1 UN,24,2,4 AN,1 FE,1 ST,3 OT,1 LW,4 EU,5 PT,3,2,1,2,4,1,1,2,4,4,4,4,4,4,3,3,3,4,3,4,3,2,2,2,2,2,2,0,0,0,1,0,4,4,4,4,3,4,3,1,1,1,1,0,1,0,5,4,4,3,2,4,4,4,3,3,5,5,5,5,5,1,5,750000,800,30,441211,890,155,308789,90,125,Creo que existe un fuerza común que mueve y atrae situaciones o cosas hacia las personas.,"no me identifico con un partido en particular, pero la postura actual del presidente me representa al momento de buscar el bien común.",El dulce vale 5,5 minutos,47 horas,Quedo en segundo lugar,7 ovejas,Emilio,27 metros cúbicos,750000,800 pesos,30,00427,16/11/2023 12:33:16
425,428,1 UN,22,2,4 AN,1 FE,1 ST,1 CA,5 NO,4 EU,4 EU,2,3,1,2,2,1,2,2,2,3,4,4,4,4,3,3,2,3,4,3,4,2,1,1,2,2,1,0,0,0,1,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,4,3,4,2,3,2,3,3,3,5,3,4,5,5,2,5,7000000,900,100,441211,890,155,6558789,10,55,católica,"no me representa ningún partido, cada uno tiene sus pro y sus contras",10 pesos,5 minutos,24 horas,segundo lugar,8,Emilio,18 m3,7 millones,900,100,00428,16/11/2023 12:24:13
426,429,1 UN,24,2,4 AN,1 FE,1 ST,4 NO,5 NO,4 EU,4 EU,2,2,1,1,2,1,2,2,4,3,2,3,4,2,1,2,3,3,3,3,3,1,1,1,1,2,2,0,0,0,1,0,3,3,3,3,4,3,1,0,0,0,0,1,0,0,1,3,2,2,2,4,3,4,3,1,3,2,3,4,4,3,4,200000,800,30,441211,890,155,241211,90,125,ninguna,ninguna,10,100 minutos,24  horas ,primer lugar ,8,julio,3,200000,800 pesos,30,00429,16/11/2023 12:08:48
427,430,1 UN,25,2,4 AN,1 FE,1 ST,3 OT,5 NO,4 EU,4 EU,3,2,1,2,3,3,3,4,4,3,3,3,3,4,4,4,4,5,5,4,5,2,1,1,3,3,1,0,0,0,1,0,3,3,3,4,4,3,1,0,0,0,1,1,0,0,2,2,3,2,2,4,3,3,3,2,3,3,3,4,3,2,5,500000000,940,120,441211,890,155,499558789,50,35,NO CREO EN NINGUNA RELIGION PERO SI EN LA TIERRA ,NO ME IDENTIFICO CON NINGUN PARTIDO POLITICO PORQUE TODOS SACAN PROVECHO CUANDO TIENEN UN PODER ALTO ,10 PESOS,100 MINUTOS ,24 HRS,EN SEGUNDO LUGAR ,8,JULIO,12,500.000 MIL,940,120,00430,16/11/2023 12:16:03
428,431,1 UN,23,2,4 AN,2 MA,1 ST,1 CA,1 LW,4 EU,3 ET,2,2,1,2,3,2,2,2,4,4,4,4,4,2,3,4,4,3,3,4,3,1,1,1,1,3,1,0,0,0,1,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,1,1,3,1,3,3,2,1,2,2,1,3,4,4,4,5,3000000,860,80,441211,890,155,2558789,30,75,Levemente Católico,Progresista,10,5 minutos,24 horas,segundo lugar,8,Emilio,3 metros cubicos,3 millones aprox,un dolar son aprox 860 pesos chilenos,80,00431,16/11/2023 12:14:35
429,432,1 UN,24,2,4 AN,1 FE,1 ST,1 CA,8 NR,4 EU,2 EM,2,2,1,3,3,3,2,3,4,3,3,4,2,4,3,2,2,5,5,5,5,2,1,2,2,1,1,0,0,0,1,0,3,3,3,4,4,3,3,0,0,0,1,1,0,0,2,3,4,4,3,3,4,3,3,3,3,5,3,4,4,2,4,600000000,800,16,441211,890,155,599558789,90,139,Católica a mi manera,-,10  pesos  ,  1hora y 40 minutos,24 horas  ,En el segundo lugar,8 ovejas,Julio,27 metros cubicos,600.000 mil personas,800 pesos aprox,16,00432,16/11/2023 12:45:44
430,433,1 UN,24,2,4 AN,1 FE,1 ST,4 NO,5 NO,4 EU,3 ET,2,2,4,3,3,3,4,4,4,3,3,4,3,4,3,2,3,5,5,5,4,1,1,1,1,1,1,0,0,0,1,0,4,1,4,4,4,4,1,1,0,1,1,1,1,0,5,2,1,3,2,3,2,3,3,3,4,5,3,4,5,3,5,NR,900,NR,441211,890,155,-88,10,-88,No tengo orientacion religiosa.,No me interesa la politica.,5 pesos ,1 Minuto,47 hrs,segundo,8,emilio,1m3,no lo se.,900 aprox.,no se,00433,16/11/2023 12:44:09
431,434,1 UN,19,2,4 AN,1 FE,1 ST,3 OT,2 CE,4 EU,4 EU,3,4,2,4,2,2,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,1,1,1,1,3,1,1,0,0,1,0,4,3,3,4,3,4,1,1,0,0,1,0,1,0,3,3,4,2,3,4,5,4,3,5,4,5,5,5,5,2,5,1000,768,30,441211,890,155,440211,122,125,Creo que hay un dios pero no me identifico en ninguna religion,Estoy al medio ,5,100 minutos,24 horas,Segundo lugar,7,Emilio,3,Mas de 1000,768,30,00434,16/11/2023 12:51:14
432,435,1 UN,18,2,4 AN,1 FE,1 ST,8 NR,8 NR,8 NR,8 NR,1,1,2,2,3,2,3,3,4,3,2,4,4,3,3,4,3,5,5,4,5,4,2,2,3,3,3,0,0,0,0,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,,,,,,,,,,,,,,,,,NR,800,NR,441211,890,155,-88,90,-88,NR,NR,10,"100 minutos, 1 hora y 40 minutos",24 horas,segundo lugar,8,emil,NR,NR,800,NR,00435,16/11/2023 13:41:22
433,436,1 UN,22,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,2,2,2,1,2,1,2,3,4,2,4,4,4,4,4,4,2,4,5,5,5,2,2,3,2,3,3,0,0,0,1,0,3,3,3,3,4,4,3,0,0,0,0,1,1,0,2,2,1,3,4,4,4,3,4,4,4,4,4,4,4,4,5,900000,896,52,441211,890,155,458789,6,103,"Ninguna, agnostica",izquierda,diez ,1 hora y cuarenta minutos,24 horas,orimer lugar,8,Emilio,27,novecientas ,896,52,00436,16/11/2023 13:18:21
434,437,1 UN,23,2,4 AN,1 FE,1 ST,3 OT,5 NO,2 EM,4 EU,2,1,1,1,1,1,2,1,3,4,4,4,3,3,3,3,4,3,4,4,5,4,1,2,3,3,2,0,0,0,1,0,1,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,3,2,4,4,4,3,3,3,3,3,5,5,1,5,600000,950,6,441211,890,155,158789,60,149,"no me identifico con ninguna religión, pero creo si existe algo divino como dios ",no tengo ninguna postura política ,110,500 minutos,24 horas,segundo lugar,8 ovejas,emilio,19,600000,950 pesos,6,00437,16/11/2023 13:51:15
435,438,1 UN,23,2,4 AN,1 FE,1 ST,1 CA,2 CE,4 EU,4 EU,3,1,1,3,1,2,2,2,3,2,2,4,3,3,3,3,2,3,4,4,4,1,1,1,3,1,1,0,0,0,1,0,1,3,3,4,3,3,3,0,0,0,1,0,0,0,1,4,5,4,4,4,4,3,3,3,4,2,4,4,4,2,5,500000,900,NR,441211,890,155,58789,10,-88,Católica,Independiente,450 pesos.,"100 minutos,",24 horas.,segundo.,7 ovejas.,Julio,27 metros cúbicos.,500.000 personas aprox.,sobre los 900 pesos.,No tengo idea.,00438,16/11/2023 13:26:33
436,439,1 UN,21,2,4 AN,1 FE,1 ST,2 CR,5 NO,4 EU,3 ET,3,2,4,2,2,4,2,2,4,4,2,4,4,4,3,4,3,3,3,4,4,3,1,2,2,2,1,1,0,0,1,0,3,3,3,3,3,4,1,0,0,0,0,0,1,0,1,3,1,3,3,4,3,4,2,2,2,3,4,3,2,1,5,8000,900,25,441211,890,155,433211,10,130,mormona,no soy partidista,10 pesos,1 hora 40,24 hrs,primero,7,Emilio,9,8000,900,25,00439,16/11/2023 13:29:48
437,440,1 UN,20,2,4 AN,1 FE,1 ST,4 NO,5 NO,4 EU,2 EM,1,4,1,3,3,2,4,3,4,1,3,3,3,4,4,4,3,4,3,5,4,3,2,2,3,3,1,0,0,0,0,0,3,1,1,3,3,3,1,0,0,0,0,0,0,0,0,3,1,2,1,4,4,1,1,3,3,3,3,5,4,1,5,4000000,800,20,441211,890,155,3558789,90,135,no,no,10,500,96,primero,7,julio,2,4000000,800,20,00440,16/11/2023 13:42:45
438,441,1 UN,20,2,4 AN,2 MA,1 ST,3 OT,8 NR,4 EU,3 ET,1,2,1,3,3,2,2,2,2,2,1,4,3,4,3,3,4,4,2,4,4,2,1,3,3,3,4,0,0,0,1,0,3,1,1,4,1,4,1,0,0,0,1,0,1,0,2,3,1,2,1,4,3,4,4,1,1,2,1,4,3,3,5,300000,830,20,441211,890,155,141211,60,135,Creyente en Dios desde el cristianismo.,NR,10,30 minutos,36,segundo lugar,0,Emilio,3,300000,830,20,00441,16/11/2023 13:57:56
439,442,1 UN,22,2,4 AN,1 FE,1 ST,3 OT,2 CE,4 EU,5 PT,2,3,2,3,3,2,2,2,4,3,3,4,4,4,3,3,2,4,4,4,4,1,1,1,2,3,3,1,0,0,0,0,3,4,1,4,4,4,3,0,1,0,1,1,1,0,4,3,1,3,3,4,4,4,2,4,4,5,4,4,3,5,5,600000,950,60,441211,890,155,158789,60,95,Creo en un ente superior ,mantengo una postura media sin irme a los extremos politicos,10,5 minutos,36,segundo lugar,8 ovejas,Emilio,27,600000,950 pesos,60,00442,16/11/2023 13:55:15
440,443,1 UN,18,2,4 AN,2 MA,1 ST,1 CA,2 CE,4 EU,4 EU,1,3,2,2,2,3,3,2,4,3,3,4,4,4,3,3,2,4,4,3,3,3,1,2,2,2,1,0,0,0,1,0,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,2,5,3,3,4,2,2,3,2,4,5,5,4,5,4,5,900000,8,11,441211,890,155,458789,882,144,católico ,neutralo,10,100 min,24 horas,primero,7,julio,3,900000,8,11,00443,16/11/2023 14:04:22
441,444,1 UN,19,2,4 AN,2 MA,1 ST,6 AT,1 LW,4 EU,5 PT,4,4,3,2,4,3,1,2,3,1,4,3,4,2,3,4,5,2,3,4,2,5,4,1,1,1,1,0,0,0,1,0,3,3,3,4,1,4,3,0,0,0,1,0,1,0,2,1,2,2,1,2,4,4,3,4,3,2,4,3,3,5,5,NR,890,NR,441211,890,155,-88,0,-88,Ateo,Socialista,10,100,24 horas,segundo,Todas,Emilio,3 elevado a 3,No lo se,890,No lo se,00444,16/11/2023 13:58:52
442,445,1 UN,22,2,4 AN,2 MA,1 ST,4 NO,5 NO,4 EU,4 EU,3,2,3,2,4,3,3,3,3,2,4,4,3,2,3,2,2,3,2,3,2,2,1,1,2,2,2,0,0,0,0,0,1,4,1,4,1,4,3,0,1,0,1,0,1,0,3,2,2,1,3,3,1,3,1,3,2,3,3,4,4,4,5,300000,890,90,441211,890,155,141211,0,65,No tengo postura religiosa. no creo en su totalidad,"No tengo partido político, generalmente me junto con gente que no habla de esos temas ",105,5 minutos,12,segundo,0,Emilio,27,300000,890,90,00445,16/11/2023 14:13:28
443,446,1 UN,26,2,4 AN,2 MA,2 IW,3 OT,1 LW,4 EU,3 ET,2,3,1,2,3,4,2,2,3,2,2,4,3,4,2,3,4,4,1,5,4,3,2,2,5,2,2,0,0,0,0,1,3,1,3,3,4,4,1,0,0,0,0,1,1,0,2,3,1,3,4,4,4,4,4,3,3,2,3,4,4,4,4,445000,700,70,441211,890,155,3789,190,85,el ciclo de la naturalez y el universo,adentrandome en la filosofia anarkista,10 pesos,1 collar por minuto,24 horas,primer lugar,8,emilio,3 metros,445000,más de 700,más de 70,00446,16/11/2023 14:08:28
444,447,1 UN,21,2,4 AN,2 MA,1 ST,4 NO,2 CE,4 EU,3 ET,1,2,1,1,3,3,3,3,4,2,2,3,2,3,3,4,4,4,5,4,4,3,2,2,3,2,3,0,0,0,1,0,3,3,3,4,3,4,1,0,0,0,1,0,1,0,2,2,1,1,2,2,3,4,3,1,3,5,3,4,3,2,5,5000000,850,70,441211,890,155,4558789,40,85,"No tengo una inclinación religiosa, me abstengo de eso","No tengo una postura politica preferencial, siempre me abstengo de inclinarme por algun sector, soy más independiente respecto a guiarme por opiniones populistas",10,una hora y cuarenta minutos,24 horas,segundo lugar,7 ovejas,Emilio,3 metros cubicos,500 mil personas mas o menos,entre 800 y 900 pesos ,70 creo,00447,16/11/2023 14:13:50
445,448,1 UN,22,2,4 AN,1 FE,1 ST,2 CR,5 NO,4 EU,4 EU,3,2,2,3,2,3,1,1,2,3,4,4,4,4,3,3,2,3,4,3,4,3,1,2,3,3,4,0,0,0,0,1,3,3,1,3,3,4,1,0,0,0,0,0,1,0,1,2,5,4,4,5,3,3,2,3,4,4,1,5,2,5,5,1000000,800,36,441211,890,155,558789,90,119,cristianismo,"No me identifico con ninguno en particular, solo hay que poner una balanza y elegir el mal menor",10 pesos,100 minutos o  1 hora y 40 minutos,36 horas,primer lugar,7,emilio,9 metros cubicos,"No se, aproximadamente 1 millon",800 aprox.,36,00448,16/11/2023 14:26:46
446,449,1 UN,23,2,4 AN,2 MA,1 ST,4 NO,5 NO,4 EU,5 PT,2,2,3,4,2,2,2,3,4,3,4,3,3,3,3,3,2,4,5,3,3,3,1,2,3,3,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,5,4,4,3,3,3,3,2,3,3,3,4,4,4,5,500000,860,20,441211,890,155,58789,30,135,no tengo ninguna orientación religiosa o inclinación por alguna de estas ,"respecto a los temas de política no manejo conceptos como para poder hablar del tema respectivo, ya que no me interiorizado o me llama la atención de momento. ",10,1 hora y 40 minutos,24 horas,segundo lugar,8,emilio,3 metros cubicos,aproximada 500 mil personas ,860,20 aproximado ,00449,16/11/2023 14:20:35
